762.64,0.6,162.51,0,0.6,162.51,0,0.6,162.51,0,1.6,28.7,0,1.6,305.8,0,1.6,28.7,0,12.9,144.37,0,12.9,144.37,0,1.6,28.7,0,4.8,195.21,0,1.6,305.8,0,1.6,305.8,0,1.6,28.7,0,8,159.43,0,1.6,28.7,0,3.2,296.44
685.82,0.6,153.81,0,0.6,153.81,0,0.6,153.81,0,1.6,17.27,0,1.6,304.18,0,1.6,17.27,0,12.9,131.63,0,12.9,131.63,0,1.6,17.27,0,4.8,195.65,0,1.6,304.18,0,1.6,304.18,0,1.6,17.27,0,8,148.4,0,1.6,17.27,0,3.2,294.07
470.81,0.6,146.49,0,0.6,146.49,0,0.6,146.49,0,1.6,12.8,0,1.6,309.84,0,1.6,12.8,0,12.9,138.43,0,12.9,138.43,0,1.6,12.8,0,4.8,199.76,0,1.6,309.84,0,1.6,309.84,0,1.6,12.8,0,8,154.02,0,1.6,12.8,0,3.2,301.99
199.1,0.6,159.8,0,0.6,159.8,0,0.6,159.8,0,1.6,13.75,0,1.6,316.1,0,1.6,13.75,0,12.9,140.15,0,12.9,140.15,0,1.6,13.75,0,4.8,196.18,0,1.6,316.1,0,1.6,316.1,0,1.6,13.75,0,8,155.95,0,1.6,13.75,0,3.2,283.91
0.62,0.6,166.09,0,0.6,166.09,0,0.6,166.09,0,1.6,25.66,0,1.6,314.67,0,1.6,25.66,0,12.9,127.42,0,12.9,127.42,0,1.6,25.66,0,4.8,205.58,0,1.6,314.67,0,1.6,314.67,0,1.6,25.66,0,8,146.81,0,1.6,25.66,0,3.2,300.16
113.79,0.6,167.19,0,0.6,167.19,0,0.6,167.19,0,1.6,19.83,0,1.6,306.13,0,1.6,19.83,0,12.9,142.66,0,12.9,142.66,0,1.6,19.83,0,4.8,207.06,0,1.6,306.13,0,1.6,306.13,0,1.6,19.83,0,8,163.63,0,1.6,19.83,0,3.2,296.74
0.62,0.6,153.92,0,0.6,153.92,0,0.6,153.92,0,1.6,32.06,0,1.6,319.21,0,1.6,32.06,0,12.9,129.54,0,12.9,129.54,0,1.6,32.06,0,4.8,198.96,0,1.6,319.21,0,1.6,319.21,0,1.6,32.06,0,8,165.89,0,1.6,32.06,0,3.2,296.25
0.62,0.6,163.5,0,0.6,163.5,0,0.6,163.5,0,1.6,28.08,0,1.6,308.48,0,1.6,28.08,0,12.9,125.15,0,12.9,125.15,0,1.6,28.08,0,4.8,212.89,0,1.6,308.48,0,1.6,308.48,0,1.6,28.08,0,8,160.97,0,1.6,28.08,0,3.2,284.58
116.73,0.6,162.01,0,0.6,162.01,0,0.6,162.01,0,1.6,21.88,0,1.6,313.72,0,1.6,21.88,0,12.9,145.9,0,12.9,145.9,0,1.6,21.88,0,4.8,208.31,0,1.6,313.72,0,1.6,313.72,0,1.6,21.88,0,8,159.43,0,1.6,21.88,0,3.2,290.32
60.09,0.6,157.4,0,0.6,157.4,0,0.6,157.4,0,1.6,12.46,0,1.6,313.7,0,1.6,12.46,0,12.9,141.16,0,12.9,141.16,0,1.6,12.46,0,4.8,202.56,0,1.6,313.7,0,1.6,313.7,0,1.6,12.46,0,8,155.27,0,1.6,12.46,0,3.2,293.94
0.62,0.6,147.03,0,0.6,147.03,0,0.6,147.03,0,1.6,32.45,0,1.6,308.79,0,1.6,32.45,0,12.9,134.16,0,12.9,134.16,0,1.6,32.45,0,4.8,199.96,0,1.6,308.79,0,1.6,308.79,0,1.6,32.45,0,8,158.79,0,1.6,32.45,0,3.2,288.11
0.62,0.6,163.07,0,0.6,163.07,0,0.6,163.07,0,1.6,19.55,0,1.6,306.26,0,1.6,19.55,0,12.9,132.87,0,12.9,132.87,0,1.6,19.55,0,4.8,210.88,0,1.6,306.26,0,1.6,306.26,0,1.6,19.55,0,8,158.38,0,1.6,19.55,0,3.2,293.1
0.62,0.6,158.14,0,0.6,158.14,0,0.6,158.14,0,1.6,27.9,0,1.6,310.34,0,1.6,27.9,0,12.9,125.39,0,12.9,125.39,0,1.6,27.9,0,4.8,207.65,0,1.6,310.34,0,1.6,310.34,0,1.6,27.9,0,8,159.4,0,1.6,27.9,0,3.2,293.92
0.62,0.6,150.75,0,0.6,150.75,0,0.6,150.75,0,1.6,19.59,0,1.6,326.05,0,1.6,19.59,0,12.9,134.82,0,12.9,134.82,0,1.6,19.59,0,4.8,202.72,0,1.6,326.05,0,1.6,326.05,0,1.6,19.59,0,8,165.42,0,1.6,19.59,0,3.2,294.48
0.62,0.6,152.27,0,0.6,152.27,0,0.6,152.27,0,1.6,19.01,0,1.6,309.32,0,1.6,19.01,0,12.9,145.62,0,12.9,145.62,0,1.6,19.01,0,4.8,210.63,0,1.6,309.32,0,1.6,309.32,0,1.6,19.01,0,8,150.68,0,1.6,19.01,0,3.2,289.47
32.72,0.6,153.81,0,0.6,153.81,0,0.6,153.81,0,1.6,31.72,0,1.6,323.46,0,1.6,31.72,0,12.9,137.03,0,12.9,137.03,0,1.6,31.72,0,4.8,213.02,0,1.6,323.46,0,1.6,323.46,0,1.6,31.72,0,8,166.9,0,1.6,31.72,0,3.2,301.26
0.62,0.6,147.02,0,0.6,147.02,0,0.6,147.02,0,1.6,26.3,0,1.6,310.25,0,1.6,26.3,0,12.9,124.58,0,12.9,124.58,0,1.6,26.3,0,4.8,212.86,0,1.6,310.25,0,1.6,310.25,0,1.6,26.3,0,8,147.03,0,1.6,26.3,0,3.2,300.16
0.62,0.6,157.21,0,0.6,157.21,0,0.6,157.21,0,1.6,26.55,0,1.6,313.65,0,1.6,26.55,0,12.9,130.83,0,12.9,130.83,0,1.6,26.55,0,4.8,197.9,0,1.6,313.65,0,1.6,313.65,0,1.6,26.55,0,8,162.42,0,1.6,26.55,0,3.2,287.07
0.62,0.6,161.85,0,0.6,161.85,0,0.6,161.85,0,1.6,13.45,0,1.6,315.16,0,1.6,13.45,0,12.9,145.47,0,12.9,145.47,0,1.6,13.45,0,4.8,206.56,0,1.6,315.16,0,1.6,315.16,0,1.6,13.45,0,8,163.35,0,1.6,13.45,0,3.2,300.93
0.62,0.6,159.35,0,0.6,159.35,0,0.6,159.35,0,1.6,26.73,0,1.6,311.17,0,1.6,26.73,0,12.9,144.15,0,12.9,144.15,0,1.6,26.73,0,4.8,192.29,0,1.6,311.17,0,1.6,311.17,0,1.6,26.73,0,8,154.67,0,1.6,26.73,0,3.2,283.22
